Hour;TL1H80;TL2H80;TL3H80;TL4H80;TL5H80;TL6H80;TL7H80;TL8H80;TL9H80;TL10H80;WSL1H80;WSL2H80;WSL3H80;WSL4H80;WSL5H80;WSL6H80;WSL7H80;WSL8H80;WSL9H80;WSL10H80;WDL1H80;WDL2H80;WDL3H80;WDL4H80;WDL5H80;WDL6H80;WDL7H80;WDL8H80;WDL9H80;WDL10H80;WG
6;6.983333333;7.283333333;5.283333333;8.383333333;8.816666667;9.983333333;7.583333333;8.816666667;8.75;4.616666667;6.877330316;4.447363553;3.162249692;9.026488137;6.488392587;10.28629493;7.483580324;7.35801174;8.292659258;5.463796767;40.85247649;66.02661097;54.81774748;50.42746644;65.11653337;47.16241125;42.18256437;58.62966947;40.24846695;76.47629651;94.86
8;6.85;6.816666667;5.183333333;7.816666667;8.616666667;9.783333333;7.583333333;9.083333333;8.85;5.15;6.410795403;4.486981938;3.234528489;10.2309332;7.825395897;10.9122028;7.855583988;7.917452125;9.225831898;6.282415985;29.52412571;54.32030801;48.23684588;39.00397121;66.63141746;44.21914965;37.6402436;48.56732983;37.94006554;53.03859021;103.61
9;6.75;6.683333333;5.416666667;7.683333333;8.583333333;9.516666667;7.616666667;9.316666667;8.85;5.75;6.152820304;4.622492861;3.153005108;10.62385339;9.389953192;12.07920679;7.816638224;9.099586885;10.02446379;6.765159565;17.87849096;45.55897688;47.8059037;24.78465734;56.27802963;41.06793182;34.08090718;37.35435699;36.99734185;37.19980518;75.98
10;6.65;6.55;5.65;7.55;8.55;9.25;7.65;9.55;8.85;6.35;5.894845206;4.758003783;3.071481727;11.01677357;10.95451049;13.24621078;7.77769246;10.28172165;10.82309568;7.247903145;6.232856204;36.79764576;47.37496152;10.56534347;45.92464179;37.916714;30.52157076;26.14138415;36.05461817;21.36102016;85.53
11;6.55;6.45;6.016666667;7.45;8.95;9.45;7.283333333;9.716666667;9.283333333;6.35;6.280085922;4.906771159;3.33459746;10.60399761;10.45970182;12.60573029;7.507282479;10.09080961;10.60194075;6.873383718;13.85852265;39.53176384;28.80331566;15.47928148;45.23137025;37.79039091;22.98796047;25.27926873;35.41242157;21.39199878;108.15
12;6.45;6.35;6.383333333;7.35;9.35;9.65;6.916666667;9.883333333;9.716666667;6.35;6.665326637;5.055538534;3.597713193;10.19122165;9.964893147;11.9652498;7.236872498;9.899897568;10.38078582;6.49886429;21.48418911;42.26588192;10.23166979;20.3932195;44.53809871;37.66406782;15.45435019;24.41715331;34.77022497;21.4229774;107.3
13;6.35;6.25;6.75;7.25;9.75;9.85;6.55;10.05;10.15;6.35;7.050567353;5.20430591;3.860828927;9.778445684;9.470084477;11.32476931;6.966462517;9.708985529;10.1596309;6.124344863;29.10985556;45;-8.339976066;25.30715752;43.84482716;37.53774473;7.920739902;23.55503788;34.12802837;21.45395602;117.63
14;6.15;6.416666667;6.883333333;7.25;9.55;9.616666667;6.383333333;10.01666667;9.883333333;6.35;7.58974764;5.314762342;4.908564135;10.12274267;10.26856207;12.56438618;7.016679404;10.90912208;11.00281408;7.358382968;32.70612573;50.11071546;4.026889017;27.12603961;43.55823753;36.89614468;15.19212526;23.3382428;33.07585233;23.45319393;125.38
15;5.95;6.583333333;7.016666667;7.25;9.35;9.383333333;6.216666667;9.983333333;9.616666667;6.35;8.128927927;5.425218775;5.956299343;10.46703966;11.06703967;13.80400304;7.066896292;12.10925863;11.84599725;8.592421074;36.3023959;55.22143091;16.3937541;28.9449217;43.2716479;36.25454464;22.46351062;23.12144771;32.02367629;25.45243184;143.62
16;5.75;6.75;7.15;7.25;9.15;9.15;6.05;9.95;9.35;6.35;8.668108213;5.535675207;7.004034552;10.81133664;11.86551727;15.04361991;7.117113179;13.30939518;12.68918043;9.826459179;39.89866607;60.33214637;28.76061918;30.7638038;42.98505826;35.61294459;29.73489597;22.90465263;30.97150025;27.45166975;152.69
17;5.583333333;6.716666667;6.783333333;7.05;9.05;9.183333333;6.016666667;9.616666667;9.016666667;6.216666667;8.020414769;5.242713718;6.949029834;10.90177246;10.85414435;14.46581172;7.239948635;12.5773314;11.90678753;9.934746157;39.62764188;65.41337167;32.19555017;36.75300153;52.94943601;43.86615727;36.79321528;30.81668233;38.34662074;31.76957699;147.31
18;5.416666667;6.683333333;6.416666667;6.85;8.95;9.216666667;5.983333333;9.283333333;8.683333333;6.083333333;7.372721325;4.949752229;6.894025116;10.99220827;9.842771442;13.88800353;7.362784091;11.84526763;11.12439464;10.04303313;39.35661768;70.49459698;35.63048117;42.74219927;62.91381377;52.11936995;43.85153459;38.72871203;45.72174123;36.08748423;146.94
19;5.25;6.65;6.05;6.65;8.85;9.25;5.95;8.95;8.35;5.95;6.725027881;4.65679074;6.839020398;11.08264409;8.83139853;13.31019534;7.485619547;11.11320386;10.34200174;10.15132011;39.08559348;75.57582229;39.06541216;48.731397;72.87819152;60.37258263;50.9098539;46.64074174;53.09686172;40.40539147;150.11
20;5.383333333;6.45;6.15;6.75;9.216666667;9.55;6.05;9.116666667;8.583333333;6.05;7.460600837;4.826606007;7.105284873;11.94407302;10.80180745;15.99681873;7.391199939;12.65760138;12.39099488;10.78479428;35.99324046;72.95198771;33.1853727;45.46804521;60.08496601;50.09905526;48.30226912;42.08500421;51.63548838;38.63728541;152.43
21;5.516666667;6.25;6.25;6.85;9.583333333;9.85;6.15;9.283333333;8.816666667;6.15;8.196173793;4.996421274;7.371549348;12.80550196;12.77221636;18.68344212;7.296780332;14.20199889;14.43998803;11.41826845;32.90088743;70.32815313;27.30533325;42.20469343;47.2917405;39.8255279;45.69468434;37.52926669;50.17411503;36.86917934;168.34
23;5.85;6.183333333;6.35;7.083333333;10.11666667;10.05;6.216666667;9.65;9.483333333;6.283333333;8.860019397;5.421195321;7.667774862;13.49149147;11.66351297;19.409935;7.074088331;15.65398416;16.50829752;11.30099337;30.67087993;67.39066439;21.84439643;35.57659054;31.96262877;17.42726477;42.79334968;30.88154112;39.99735907;32.53465158;198.6
1;6.25;6.45;6.35;7.35;10.45;9.85;6.15;10.05;10.35;6.35;8.71656469;5.93111288;7.72769694;13.14061262;5.505288367;15.48967398;6.817543546;15.46915964;16.54693023;9.799494885;32.39557098;66.76335606;22.68260169;28.84708832;26.89085632;-6.822206752;42.20584993;26.69756503;22.56659382;27.40180818;182.21
2;6.216666667;6.35;6.45;7.35;10.28333333;9.316666667;6.283333333;10.25;9.783333333;6.416666667;8.492968223;5.348221747;7.997271949;12.98808048;6.319993076;14.61759395;7.118252258;16.17795662;16.75275128;10.33238397;30.6431501;71.20465356;20.1694913;28.13354957;32.55346939;0.756804956;41.01610851;22.90626373;13.14972215;23.87761973;167.23
3;6.183333333;6.25;6.55;7.35;10.11666667;8.783333333;6.416666667;10.45;9.216666667;6.483333333;8.269371756;4.765330613;8.266846958;12.83554834;7.134697784;13.74551392;7.41896097;16.8867536;16.95857233;10.86527305;28.89072921;75.64595106;17.65638091;27.42001082;38.21608246;8.335816665;39.82636708;19.11496243;3.732850484;20.35343129;170.56
4;6.15;6.15;6.65;7.35;9.95;8.25;6.55;10.65;8.65;6.55;8.045775289;4.18243948;8.536421967;12.6830162;7.949402493;12.87343389;7.719669682;17.59555057;17.16439338;11.39816213;27.13830833;80.08724855;15.14327051;26.70647207;43.87869553;15.91482837;38.63662566;15.32366112;-5.684021184;16.82924284;134.02
5;6.116666667;6.216666667;6.75;7.283333333;9.95;8.116666667;6.65;10.28333333;8.35;6.55;7.782557377;4.211169572;7.366182622;10.90434847;7.781894509;10.95716001;7.946688508;14.91675651;14.39944714;9.318826434;32.17989418;88.0919498;14.54383599;29.77712647;58.4315248;30.77139891;38.5342863;18.65974779;0.842398182;21.9978073;129.55
6;6.083333333;6.283333333;6.85;7.216666667;9.95;7.983333333;6.75;9.916666667;8.05;6.55;7.519339465;4.239899664;6.195943276;9.125680733;7.614386525;9.040886142;8.173707333;12.23796244;11.6345009;7.239490735;37.22148004;96.09665104;13.94440146;32.84778087;72.98435406;45.62796945;38.43194693;21.99583446;7.368817547;27.16637177;127.38
7;6.05;6.35;6.95;7.15;9.95;7.85;6.85;9.55;7.75;6.55;7.256121554;4.268629757;5.025703931;7.347012998;7.446878541;7.12461227;8.400726159;9.559168374;8.869554668;5.160155036;42.26306589;104.1013523;13.34496693;35.91843528;87.53718332;60.48453999;38.32960757;25.33192113;13.89523691;32.33493623;135.82
8;6.35;6.45;7.016666667;7.416666667;10.15;8.65;7.05;9.75;8.016666667;6.683333333;7.203482368;4.322092488;5.18023855;8.318478094;8.64624142;9.414847205;7.40971046;10.39478781;9.380847154;6.398759209;42.39511144;101.1714182;15.64685579;35.91916993;75.62544993;58.98324333;42.12235579;27.62184311;22.99040602;33.03730131;119.95
10;6.95;6.65;7.15;7.95;10.55;10.25;7.45;10.15;8.55;6.95;7.098203998;4.42901795;5.489307789;10.26140829;11.04496718;13.99531707;5.427679062;12.06602669;10.40343213;8.875967553;42.65920255;95.31155013;20.25063351;35.92063923;51.80198314;55.98065001;49.70785224;32.20168705;41.18074425;34.44203145;105.98
11;7.916666667;7.35;8.283333333;8.816666667;11.18333333;10.65;8.616666667;10.48333333;9.216666667;7.65;6.971602701;4.187637022;4.740947072;9.884761381;9.656649631;13.73154578;5.354338649;11.66092408;10.04464949;7.862645149;41.88998192;92.56115554;21.69712806;33.81276333;57.28298337;51.96244059;42.53489519;31.80413647;46.67250159;33.92815241;103.77
13;9.85;8.75;10.55;10.55;12.45;11.45;10.95;11.15;10.55;9.05;6.718400107;3.704875167;3.24422564;9.131467571;6.880014535;13.20400318;5.207657823;10.85071887;9.327084217;5.836000343;40.35154065;87.06036638;24.59011717;29.59701151;68.24498385;43.92602174;28.18898107;31.00903531;57.65601629;32.90039433;100.08
14;9.483333333;8.95;10.68333333;10.48333333;12.28333333;11.61666667;10.65;11.25;10.85;8.983333333;6.476846205;3.753527137;2.798016099;8.838907384;8.065581037;14.47581508;4.786010149;12.05270249;10.66563351;6.460502601;41.15730223;90.02767039;27.90141422;32.59987508;63.64225424;42.73501242;32.35268933;30.1304339;51.11381054;36.00482912;92.33
15;9.116666667;9.15;10.81666667;10.41666667;12.11666667;11.78333333;10.35;11.35;11.15;8.916666667;6.235292302;3.802179108;2.351806559;8.546347197;9.25114754;15.74762698;4.364362475;13.25468612;12.00418281;7.085004859;41.96306381;92.9949744;31.21271128;35.60273866;59.03952463;41.54400311;36.51639759;29.25183248;44.57160479;39.1092639;84.16
16;8.75;9.35;10.95;10.35;11.95;11.95;10.05;11.45;11.45;8.85;5.993738399;3.850831079;1.905597019;8.25378701;10.43671404;17.01943889;3.942714801;14.45666974;13.3427321;7.709507118;42.76882539;95.96227841;34.52400833;38.60560223;54.43679502;40.3529938;40.68010585;28.37323106;38.02939904;42.21369868;90.7
17;8.383333333;9.283333333;10.98333333;10.18333333;11.75;12.21666667;9.483333333;11.31666667;11.75;8.583333333;6.250351911;4.150080298;2.081686426;8.263106335;9.187889081;15.51574366;4.45735901;12.92070535;12.28518751;7.263580282;46.84391693;101.0104567;50.33926355;45.49887001;65.23442031;41.00555052;46.56599306;33.25717604;41.98823157;47.56932214;109.88
18;8.016666667;9.216666667;11.01666667;10.01666667;11.55;12.48333333;8.916666667;11.18333333;12.05;8.316666667;6.506965423;4.449329516;2.257775832;8.27242566;7.93906412;14.01204843;4.972003219;11.38474096;11.22764292;6.817653446;50.91900847;106.0586351;66.15451876;52.39213779;76.03204559;41.65810724;52.45188026;38.14112101;45.94706411;52.9249456;117.79
19;7.65;9.15;11.05;9.85;11.35;12.75;8.35;11.05;12.35;8.05;6.763578934;4.748578735;2.433865239;8.281744985;6.690239159;12.50835321;5.486647428;9.848776574;10.17009833;6.371726611;54.99410001;111.1068134;81.96977398;59.28540557;86.82967088;42.31066396;58.33776747;43.02506599;49.90589664;58.28056907;131.39
20;7.65;8.883333333;10.91666667;9.65;11.05;12.61666667;8.483333333;10.98333333;12.21666667;7.95;6.859998059;4.743805198;2.419306251;8.328301051;8.048419618;13.68348299;5.189666457;10.95690888;11.43949923;6.723542101;53.83110867;107.8886559;82.16249017;55.29354975;78.23776707;42.001863;62.36572944;42.15424052;49.45969597;56.9031959;146.89
21;7.65;8.616666667;10.78333333;9.45;10.75;12.48333333;8.616666667;10.91666667;12.08333333;7.85;6.956417184;4.739031662;2.404747264;8.374857117;9.406600077;14.85861277;4.892685487;12.06504119;12.70890014;7.075357592;52.66811733;104.6704984;82.35520636;51.30169393;69.64586327;41.69306205;66.3936914;41.28341506;49.01349529;55.52582274;141.04
22;7.65;8.35;10.65;9.25;10.45;12.35;8.75;10.85;11.95;7.75;7.052836309;4.734258126;2.390188277;8.421413183;10.76478054;16.03374255;4.595704516;13.1731735;13.97830104;7.427173083;51.505126;101.4523409;82.54792256;47.3098381;61.05395946;41.38426109;70.42165336;40.41258959;48.56729462;54.14844958;106.98
23;7.55;8.183333333;10.68333333;9.116666667;10.51666667;12.21666667;8.45;10.88333333;12.05;7.65;7.040119072;4.543623785;2.260808502;7.91959539;9.9011345;14.71832897;4.498519398;12.76542808;13.19980797;6.875085324;46.3598873;98.27739257;97.18835983;43.18353784;65.83687893;43.96491177;64.05423633;40.33507572;48.94584848;49.17680712;116.68
24;7.45;8.016666667;10.71666667;8.983333333;10.58333333;12.08333333;8.15;10.91666667;12.15;7.55;7.027401835;4.352989444;2.131428726;7.417777597;9.037488463;13.40291539;4.401334279;12.35768266;12.4213149;6.322997566;41.2146486;95.10244423;111.8287971;39.05723757;70.6197984;46.54556245;57.6868193;40.25756185;49.32440235;44.20516465;108.93
1;7.35;7.85;10.75;8.85;10.65;11.95;7.85;10.95;12.25;7.45;7.014684597;4.162355103;2.00204895;6.915959803;8.173842426;12.08750181;4.304149161;11.94993724;11.64282182;5.770909807;36.0694099;91.92749589;126.4692344;34.9309373;75.40271787;49.12621312;51.31940228;40.18004798;49.70295622;39.23352219;70.93
3;6.883333333;7.183333333;9.95;8.05;9.983333333;11.28333333;7.583333333;10.81666667;11.45;6.783333333;8.084585499;4.227795968;2.665448747;8.210259486;10.6237027;14.90313823;5.385103147;12.74883325;13.11797958;6.247158829;32.58964191;82.32885748;69.72159628;36.90498169;62.91560586;47.84953091;48.97604191;37.72343996;47.40594472;43.7858863;40.19
4;6.65;6.85;9.55;7.65;9.65;10.95;7.45;10.75;11.05;6.45;8.61953595;4.260516401;2.997148645;8.857409328;11.84863283;16.31095644;5.92558014;13.14828126;13.85555845;6.48528334;30.84975792;77.52953828;41.34777722;37.89200388;56.67204985;47.21118981;47.80436173;36.49513595;46.25743898;46.06206836;33.66
5;6.483333333;6.783333333;8.95;7.25;9.883333333;11.08333333;7.116666667;10.48333333;10.98333333;6.016666667;8.491891047;4.637456148;3.744845278;9.149820991;10.69661921;15.31887566;6.792764482;12.73796061;13.17648196;6.957667671;34.84490889;81.26122849;27.38295186;42.75163016;52.04098281;43.56643892;42.32910851;39.72674028;47.74978287;47.43642748;21.69
6;6.316666667;6.716666667;8.35;6.85;10.11666667;11.21666667;6.783333333;10.21666667;10.91666667;5.583333333;8.364246144;5.014395895;4.492541911;9.442232655;9.544605592;14.32679488;7.659948823;12.32763997;12.49740547;7.430052002;38.84005987;84.99291871;13.4181265;47.61125643;47.40991576;39.92168803;36.85385529;42.9583446;49.24212675;48.81078661;25.01
8;6.316666667;6.55;7.183333333;6.85;10.28333333;11.25;6.683333333;9.983333333;10.91666667;5.55;8.049167918;5.136231831;5.67147563;10.27240452;9.319432999;14.28126766;7.99896277;13.38189262;12.97575322;8.437694969;40.6775432;87.12296671;3.789610418;48.21678918;38.36846754;31.57016664;34.75122417;40.85349337;44.4120024;44.17419553;46.2
11;7.516666667;7.35;7.15;8.05;10.35;11.08333333;8.016666667;10.65;11.31666667;6.883333333;7.173170031;4.439109413;5.753682925;10.50975645;10.01204203;15.1127215;6.646653712;14.52702186;14.42102148;8.610109794;31.33619127;68.71566474;15.73599097;30.67915709;28.08694773;21.9999958;38.29933743;27.95393826;24.4163292;26.45352895;75.57
12;8.383333333;8.35;8.25;8.45;10.55;11.11666667;8.883333333;11.25;11.58333333;7.416666667;6.672038791;4.252194616;4.97341605;9.671587971;8.850968997;14.05106821;6.350685441;12.74300452;13.55144127;7.712007347;26.31017464;53.51164719;19.00975295;21.64971205;26.62619024;21.84336598;35.1022065;25.72729428;17.06559248;20.75476276;71.14
15;8.583333333;8.75;9.683333333;7.983333333;10.28333333;10.35;8.883333333;11.31666667;10.98333333;7.416666667;5.072735163;3.738461571;3.23560165;7.750626629;7.249965323;14.0265444;5.879436338;11.21522056;12.94402953;6.542928958;29.76553761;35.31815432;18.0961662;11.72592872;21.0049072;9.883428345;29.90867597;18.30192332;12.5320127;12.94443755;123.17
20;7.35;7.883333333;9.85;7.25;8.45;7.85;8.116666667;9.183333333;9.183333333;6.55;2.219686269;2.243362697;1.966108381;4.846768713;5.125850754;7.460024469;2.622309527;9.170647346;7.879632742;2.903099292;75.6439587;109.4702709;75.00514618;17.99238849;78.37591566;39.74336423;71.70547281;29.05031878;12.58604169;38.42287979;184.95
21;7.45;8.016666667;9.75;7.25;7.95;7.65;8.183333333;8.816666667;8.716666667;6.55;2.459852394;2.368376981;1.639598172;3.955131725;5.446828982;8.282308358;2.067891177;9.228644144;8.103672756;2.591078057;82.92808216;116.675768;71.07516311;22.06961486;82.69722722;40.23376156;91.5073917;29.22924253;17.6664623;44.29256003;200.08
22;7.55;8.15;9.65;7.25;7.45;7.45;8.25;8.45;8.25;6.55;2.700018518;2.493391265;1.313087964;3.063494736;5.767807209;9.104592248;1.513472828;9.286640943;8.327712771;2.279056822;90.21220562;123.8812652;67.14518004;26.14684124;87.01853878;40.72415889;111.3093106;29.40816629;22.74688291;50.16224027;212.62
23;7.516666667;8.116666667;9.516666667;7.316666667;7.316666667;7.316666667;7.983333333;8.216666667;7.85;6.516666667;2.895548744;2.652614316;1.257346016;3.603703863;6.048699505;8.394438422;2.033243136;8.563127782;7.703502937;2.684884931;92.06234804;128.1330358;97.77488275;56.8151057;97.13871824;47.82899381;118.2389036;29.67353631;23.56968741;65.79617411;205.93
24;7.483333333;8.083333333;9.383333333;7.383333333;7.183333333;7.183333333;7.716666667;7.983333333;7.45;6.483333333;3.091078969;2.811837366;1.201604068;4.14391299;6.329591801;7.684284596;2.553013445;7.839614621;7.079293103;3.09071304;93.91249046;132.3848064;128.4045855;87.48337017;107.2588977;54.93382873;125.1684966;29.93890632;24.39249191;81.43010795;9.25
1;7.45;8.05;9.25;7.45;7.05;7.05;7.45;7.75;7.05;6.45;3.286609195;2.971060417;1.145862121;4.684122116;6.610484097;6.97413077;3.072783754;7.116101461;6.455083268;3.496541148;95.76263289;136.636577;159.0342882;118.1516346;117.3790772;62.03866364;132.0980895;30.20427634;25.21529641;97.06404179;13.21
2;7.416666667;7.916666667;8.983333333;7.416666667;6.75;6.983333333;6.983333333;7.65;6.816666667;6.35;3.416044452;3.165021092;1.935137254;5.293876816;7.06304328;7.593812547;3.363331319;6.409577239;6.553635746;3.531073727;94.82962881;132.1868939;160.7375917;115.6918413;115.1103438;68.16590171;120.5905415;40.87087557;34.2373103;103.445755;27.65
3;7.383333333;7.783333333;8.716666667;7.383333333;6.45;6.916666667;6.516666667;7.55;6.583333333;6.25;3.545479708;3.358981767;2.724412388;5.903631516;7.515602462;8.213494323;3.653878883;5.703053017;6.652188223;3.565606307;93.89662473;127.7372108;162.4408952;113.232048;112.8416105;74.29313977;109.0829936;51.53747479;43.25932419;109.8274682;30.29
4;7.35;7.65;8.45;7.35;6.15;6.85;6.05;7.45;6.35;6.15;3.674914965;3.552942443;3.513687522;6.513386216;7.968161645;8.833176099;3.944426448;4.996528795;6.7507407;3.600138886;92.96362066;123.2875277;164.1441987;110.7722547;110.5728771;80.42037783;97.57544559;62.20407401;52.28133808;116.2091813;38.08
5;7.116666667;7.25;7.65;7.25;6.45;6.45;5.65;7.05;6.016666667;5.85;3.726035435;3.728795768;4.167850239;6.312787581;7.95093326;8.304678196;3.922095871;4.907019761;6.681961196;3.672727652;89.27276825;126.8938109;158.9347579;105.0443118;115.5274901;87.72983214;91.48318015;76.87329305;64.15367395;117.5366619;47.89
6;6.883333333;6.85;6.85;7.15;6.75;6.05;5.25;6.65;5.683333333;5.55;3.777155905;3.904649094;4.822012956;6.112188946;7.933704874;7.776180292;3.899765295;4.817510726;6.613181692;3.745316419;85.58191584;130.5000942;153.7253172;99.31636884;120.4821032;95.03928644;85.39091471;91.54251209;76.02600981;118.8641424;50.89
7;6.65;6.45;6.05;7.05;7.05;5.65;4.85;6.25;5.35;5.25;3.828276375;4.08050242;5.476175673;5.911590311;7.916476489;7.247682388;3.877434719;4.728001692;6.544402188;3.817905185;81.89106343;134.1063775;148.5158764;93.58842592;125.4367162;102.3487408;79.29864928;106.2117311;87.89834567;120.191623;50.48
9;6.316666667;6.116666667;5.783333333;7.183333333;8.316666667;6.183333333;5.583333333;6.783333333;5.35;5.316666667;4.339372864;4.484509182;4.680383621;6.651061887;10.00725666;9.597011344;4.00273858;6.164415928;8.070534479;4.311055704;77.0321601;132.8571722;146.6741721;94.13695767;105.1688102;94.79003639;60.29283153;94.34931426;87.17956181;110.7632108;46.42
10;6.15;5.95;5.65;7.25;8.95;6.45;5.95;7.05;5.35;5.35;4.594921109;4.686512563;4.282487595;7.020797675;11.05264674;10.77167582;4.06539051;6.882623046;8.833600625;4.557630964;74.60270844;132.2325696;145.75332;94.41122355;95.0348572;91.01068421;50.78992265;88.41810583;86.82016988;106.0490048;48.74
11;6.616666667;6.65;5.95;7.916666667;9.716666667;7.45;6.916666667;7.85;5.916666667;5.85;4.562465703;4.716949633;3.801992845;6.812953464;10.34723219;10.05621335;3.50818125;6.850985191;8.058306581;4.659260617;74.66499689;129.9172961;143.3580263;91.1769048;98.37225733;92.13662808;52.89547442;87.56548951;86.11675285;104.8159628;50.11
12;7.083333333;7.35;6.25;8.583333333;10.48333333;8.45;7.883333333;8.65;6.483333333;6.35;4.530010297;4.747386702;3.321498094;6.605109252;9.641817634;9.340750874;2.950971989;6.819347336;7.283012538;4.76089027;74.72728534;127.6020225;140.9627326;87.94258604;101.7096575;93.26257195;55.00102619;86.71287318;85.41333582;103.5829208;45.68
13;7.55;8.05;6.55;9.25;11.25;9.45;8.85;9.45;7.05;6.85;4.497554891;4.777823772;2.841003344;6.397265041;8.93640308;8.625288401;2.393762728;6.787709481;6.507718494;4.862519923;74.78957378;125.286749;138.5674389;84.70826729;105.0470576;94.38851582;57.10657795;85.86025686;84.70991879;102.3498788;39.04
14;7.616666667;8.35;6.516666667;9.416666667;11.05;9.916666667;8.883333333;9.316666667;7.283333333;6.683333333;5.22709652;5.248681111;2.851574391;6.803147694;9.536157007;10.26937238;2.807236791;7.381806321;7.566435006;5.244014697;70.81308055;113.7404677;129.5960469;79.76400163;97.47983897;89.19714026;55.11879037;87.24017124;84.45788961;100.6240322;39.08
15;7.683333333;8.65;6.483333333;9.583333333;10.85;10.38333333;8.916666667;9.183333333;7.516666667;6.516666667;5.956638148;5.719538449;2.862145438;7.209030347;10.13591093;11.91345636;3.220710853;7.97590316;8.625151517;5.625509471;66.83658731;102.1941865;120.624655;74.81973598;89.91262033;84.0057647;53.13100278;88.62008562;84.20586042;98.89818553;46.2
17;7.816666667;9.016666667;6.55;9.75;10.61666667;11.11666667;8.583333333;9.016666667;8.183333333;6.116666667;6.756303138;5.316930525;2.644375273;8.150435453;9.833062489;13.01290283;4.518576722;8.666011967;9.765138179;6.129260961;52.72196433;81.0744412;109.1989504;66.27305042;78.06719504;73.92430116;54.24833511;91.77051671;82.05587452;98.55153675;77.04
18;7.883333333;9.083333333;6.65;9.75;10.58333333;11.38333333;8.216666667;8.983333333;8.616666667;5.883333333;6.8264265;4.443465262;2.416034061;8.685957906;8.930460118;12.46826531;5.402968529;8.762023933;9.84640833;6.251517676;42.58383459;71.50097713;106.7446377;62.67063051;73.78898838;69.03421317;57.35345503;93.54103342;80.15791781;99.93073461;100.34
19;7.95;9.15;6.75;9.75;10.55;11.65;7.85;8.95;9.05;5.65;6.896549862;3.57;2.187692849;9.221480358;8.027857747;11.9236278;6.287360336;8.8580359;9.92767848;6.373774392;32.44570485;61.92751306;104.2903251;59.06821061;69.51078173;64.14412518;60.45857495;95.31155013;78.2599611;101.3099325;88.64
20;7.783333333;8.783333333;7.016666667;9.283333333;10.31666667;11.35;7.883333333;9.183333333;9.283333333;5.816666667;6.534524342;3.658145358;2.647485775;9.564580392;9.155485349;13.20391578;6.564429315;9.482266236;10.80474211;6.651378683;31.8389808;67.77878019;93.31417522;52.54475375;63.83296459;57.07727825;54.58464142;87.12025737;71.53386173;85.49381024;105.09
21;7.616666667;8.416666667;7.283333333;8.816666667;10.08333333;11.05;7.916666667;9.416666667;9.516666667;5.983333333;6.172498822;3.746290716;3.107278702;9.907680425;10.28311295;14.48420377;6.841498293;10.10649657;11.68180574;6.928982974;31.23225676;73.63004731;82.33802536;46.02129689;58.15514745;50.01043131;48.71070789;78.92896461;64.80776235;69.677688;118.85
22;7.45;8.05;7.55;8.35;9.85;10.75;7.95;9.65;9.75;6.15;5.810473303;3.834436073;3.567071628;10.25078046;11.41074055;15.76449175;7.118567272;10.73072691;12.55886938;7.206587264;30.62553272;79.48131443;71.36187551;39.49784004;52.47733031;42.94358438;42.83677436;70.73767185;58.08166298;53.86156577;125.8
23;7.216666667;7.816666667;7.283333333;8.416666667;9.45;10.28333333;7.75;9.85;9.616666667;6.383333333;5.636588333;4.183862185;4.098422388;9.770367066;10.39131594;13.84261114;7.050751885;10.73544544;11.61456115;6.758128669;36.79708667;78.04315871;56.231009;42.37482997;27.32708426;31.17701285;44.39788013;60.38373129;57.09892829;48.82993543;109.25
1;6.75;7.35;6.75;8.55;8.65;9.35;7.35;10.25;9.35;6.85;5.288818394;4.882714409;5.161123909;8.809540283;8.352466702;9.998849934;6.915121112;10.7448825;9.725944684;5.861211479;49.14019457;75.16684726;25.96927598;48.12880985;-22.97340782;7.643869788;47.52009167;39.67585017;55.1334589;38.76667476;100.4
2;6.583333333;7.116666667;6.616666667;8.416666667;8.116666667;8.716666667;7.316666667;10.25;9.35;6.85;5.28145734;4.639957407;5.285338959;9.232770563;7.505425254;10.28829941;6.855671483;11.79937527;10.02085598;6.487482932;50.1510374;82.18401511;25.68934509;45.97316118;-4.413736257;12.21945395;49.67927392;35.27487873;44.07959675;38.18376598;101.55
3;6.416666667;6.883333333;6.483333333;8.283333333;7.583333333;8.083333333;7.283333333;10.25;9.35;6.85;5.274096286;4.397200406;5.409554009;9.656000842;6.658383806;10.57774888;6.796221854;12.85386803;10.31576728;7.113754386;51.16188023;89.20118297;25.40941419;43.81751252;14.14593531;16.79503811;51.83845616;30.87390729;33.0257346;37.6008572;113.25
5;6.25;6.483333333;6.55;8.083333333;6.95;7.15;7.283333333;9.95;8.816666667;6.783333333;5.600548014;4.336011889;4.481342375;9.895034611;5.963193958;10.46658067;6.644785697;12.24466191;10.00947606;7.382310836;53.46728637;100.2648455;33.28895838;43.15734722;41.28387589;27.8065655;55.44903544;24.79644546;20.69003395;37.95449172;88.48
7;6.25;6.15;6.95;7.95;6.75;6.55;7.35;9.35;7.75;6.65;6.268173578;4.699148859;2.376489007;9.526641591;6.266897159;9.665345312;6.460812642;8.917264154;8.807071023;6.66688083;56.05641298;108.3578348;49.60790855;46.14831397;58.44041393;40.67845197;58.35182949;21.44346467;18.12635694;39.8275783;82.58
